userid,query,service_class,query_cpu_time,query_blocks_read,query_execution_time,query_cpu_usage_percent,query_temp_blocks_to_disk,segment_execution_time,cpu_skew,io_skew,scan_row_count,join_row_count,nested_loop_join_row_count,return_row_count,spectrum_scan_row_count,spectrum_scan_size_mb,query_queue_time,service_class_name,starttime,querytxt
107,11305972,102,471,1320,13,31.95,9,9,80.00,1.07,688605184,510963758,510963758,,,,,Default queue                                                   ,2020-05-05 23:46:59.497090,"create temp table dimension_table diststyle all as ( with all_retailer_ids_asins_dates as ( select distinct vdp_retailer_vdps.fct_version, vdp_retailer_vdps.retailer_id, vdp_retailer_vdps.asin, all_dates.date from vdp_retailer_vdps cross join ( select date from all_dates_table ) as all_dates where true and fct_version in ( select max(fct_version) as fct_version_lw from vdp_retailer_vdps where true and right(fct_version, 8)::date < date_trunc('week', current_date)::date and date_part('dow', right(fct_version::varchar, 8)::date) = 1 ) -- and retailer_id = 32570 -- and vdp_retailer_vdps.retailer_id in ( -- 32587, -- 3743249423977303 -- ) -- -- -- and asin = 'B0791TX5P5' --and ocean.a_weekly_seller_vdp.asin = '5BPC4BQP5RDNE' ) select * from all_retailer_ids_asins_dates )                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "
129,11304082,101,6,248,3,1.81,7,3,80.00,80.00,3649536,,,,,,,Queue 2                                                         ,2020-05-05 23:31:57.710063,create temp table rod_actualised_forecast diststyle all as ( select * from vla_actualised union all select * from plf_actualised union all select * from gs5_actualised union all select * from gs9_actualised union all select * from gs4_actualised union all select * from vg2_actualised union all select * from vg3_actualised union all select * from vg1_actualised )                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
129,11307515,101,2,0,6,0.22,6,5,80.00,,683008,,,,,,,Queue 2                                                         ,2020-05-05 23:56:40.304726,"create temp table gs9_actualised diststyle all as ( select 'GS9 Actualised' as source, * from ( select year,date_month,country, channel,asin,program, device_Type,bundle,storage, wireless_type,dtcp, retailer_name, sum(vdp_plus_units) vdp_plus_units, sum(baseline_units) baseline_units, sum(promo_units) promo_units , sum(actuals) actuals from rod_vdp_forcast where fct_version LIKE 'GS9%' group by 1,2,3,4,5,6,7,8,9,10,11,12 union all select year,date_month,country, channel,asin,program, device_Type,bundle,storage, wireless_type,dtcp, retailer_name, sum(vdp_plus_units) vdp_plus_units, sum(baseline_units), sum(promo_units) promo_units, sum(actuals) actuals from actuals group by 1,2,3,4,5,6,7,8,9,10,11,12 ) )                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
109,11307090,102,6074,427903,160,39.03,6,9,80.00,40.00,280464384,521174,,,,,6,Default queue                                                   ,2020-05-05 23:53:21.248578," INSERT INTO attainments_country_device_type_summary_cache (country, device_type, summary) with forecast_and_sales as ( -- Manually re-map a few ASINs to different countries WITH country_override(country, asin, override) AS ( SELECT 'US', 'B01ETRGE7M', 'ROWEN' UNION ALL SELECT 'US', 'B01ETRGE68', 'ROWEN' UNION ALL SELECT 'US', 'B01ETRGFA8', 'ROWEN' UNION ALL SELECT 'US', 'B01ETRGDV4', 'ROWEN' ) -- The below will get the most recent VDP data (which is also ""sales"" -- for future dates). We do this from redshift_vdps to account for any -- part of the forecast that doesn't have an ASIN and therefore isn't in -- attainments_cache , most_recent_vdp_forecast AS ( SELECT DATE, coalesce(country_override.override, to_country) as country, device_type, channel, -- In the future the VDP+ is our best guess at what we'll sell SUM(vdp_plus_units) as sales, SUM(vdp_plus_units) AS vdp_forecast, 0 as op2_forecast FROM redshift_vdps left join country_override on true and country_override.country = redshift_vdps.to_country and country_override.asin = redshift_vdps.asin WHERE TRUE AND vdp_type = 'device' AND DATE >= CURRENT_DATE AND fct_version IN ( SELECT MAX(fct_version) FROM redshift_vdps WHERE vdp_type = 'device' and left(fct_version,3) = 'VDP' ) GROUP BY 1,2,3,4 ) -- The below will get sales, OP2, and past VDP data , attainments_data AS ( SELECT DATE, coalesce(country_override.override, country) as country, device_type, channel, SUM(actual) AS sales, sum(case when date < current_date then vdp_plus_units else 0 end) as vdp_forecast, sum(op2_vdp_plus_units) as op2_forecast FROM attainments_cache LEFT JOIN asins USING (asin) left join country_override using (country, asin) WHERE TRUE GROUP BY 1,2,3,4 ) , raw_data as ( select * from ( SELECT * FROM most_recent_vdp_forecast UNION ALL SELECT * FROM attainments_data ) where true and channel != 'CARRIER' and device_type is not NULL ) , channel_data as ( select date, country, device_type, channel, sum(sales) as sales, sum(vdp_forecast) as vdp_forecast, sum(op2_forecast) as op2_forecast from raw_data group by 1, 2, 3, 4 ) , aggregate_data as ( ( -- Aggregate by country across all channels select date, country, device_type, 'ALL'::text as channel, sum(sales) as sales, sum(vdp_forecast) as vdp_forecast, sum(op2_forecast) as op2_forecast from raw_data group by 1, 2, 3 ) union all ( -- Aggregate WW select date, 'WW' as country, device_type, 'ALL'::text as channel, sum(sales) as sales, sum(vdp_forecast) as vdp_forecast, sum(op2_forecast) as op2_forecast from raw_data group by 1, 3 ) ) select * from channel_data union all select * from aggregate_data ) -- Uses the above data to add on the ""last year"" sales -- to make YoY calculations possible later on. ""Last year"" -- is defined as the same month-day, with one year prior. -- So 2019-07-05 goes to 2018-07-05. All Feb-29 data is -- merged in the day prior to avoid issues where Feb-29 -- doesn't have a prior-year value. , yoy_data as ( -- Merged Feb-29 into the Feb-28 one day before with data as ( select (case when right(date::date::text, 5) = '02-29' then date - interval '1 day' else date end)::date as date, country, device_type, channel, sum(sales) as sales, sum(vdp_forecast) as vdp_forecast, sum(op2_forecast) as op2_forecast from forecast_and_sales group by 1, 2, 3, 4 ) , yoy_data as ( select date, country, device_type, channel, sum(sales) as sales, sum(last_year_sales) as last_year_sales, sum(vdp_forecast) as vdp_forecast, sum(op2_forecast) as op2_forecast from ( ( -- Simply the data select date, country, device_type, channel, sales, 0 as last_year_sales, vdp_forecast, op2_forecast from data ) union all ( -- Offset all the days by +1 year by incrementing the year and then calling the -- quantity last-year_quantity select ((date_part('year', date) + 1)::text || '-' || right(date, 5))::date as date, country, device_type, channel, 0 as sales, sales as last_year_quantity, 0 as vdp_forecast, 0 as op2_forecast from data ) ) t group by 1, 2, 3, 4 ) select * from yoy"
133,11297675,101,2,215,2,0.50,4,2,10.00,1.86,6828536,,,,,,,Queue 2                                                         ,2020-05-05 22:36:30.397090,"WITH latencies AS (SELECT DATEDIFF(millisecond, MIN(purchase_time), MIN(created_at)) AS latency FROM online_asin_orders WHERE event_type = 'ORDER_CREATED' AND created_at > DATEADD(minutes, -60, GETDATE()) GROUP BY purchase_id) SELECT COUNT(*) OVER () AS n, SUM(latency) OVER () AS sum, PERCENTILE_DISC(1) WITHIN GROUP (ORDER BY latency) OVER () AS p100, PERCENTILE_DISC(0.99) WITHIN GROUP (ORDER BY latency) OVER () AS p99, PERCENTILE_DISC(0.95) WITHIN GROUP (ORDER BY latency) OVER () AS p95, PERCENTILE_DISC(0.90) WITHIN GROUP (ORDER BY latency) OVER () AS p90, PERCENTILE_DISC(0.50) WITHIN GROUP (ORDER BY latency) OVER () AS p50, PERCENTILE_DISC(0) WITHIN GROUP (ORDER BY latency) OVER () AS p0 FROM latencies LIMIT 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               "
129,11290742,101,1,0,1,17.14,4,1,26.67,,,,,,,,,Queue 2                                                         ,2020-05-05 21:41:45.414607,"create temp table all_program2 distkey(program2) as ( select distinct upper(program)program,upper(program2)program2, mapping_pfid_odp from sales_forecast union select distinct upper(program)program,upper(program2)program2 , mapping_pfid_odp from reseller_table_Constrained_Unconstrained union select distinct upper(program)program,upper(program2)program2, mapping_pfid_odp from Shipments union select distinct upper(program)program,upper(program2)program2, mapping_pfid_odp from ats_adjusted )                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   "
129,11306933,101,1,129,1,5.47,4,1,80.00,80.00,517549,,,,,,,Queue 2                                                         ,2020-05-05 23:52:14.399530,"create temp table creating_single_units_table distkey (asin) as ( select 'VDP Actualised' as source, actualised_sales.* from actualised_sales union all select rod_actualised_forecast.* from rod_actualised_forecast )                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
129,11290616,101,2,135,1,69.67,4,1,80.00,5.33,104448,,,,,,,Queue 2                                                         ,2020-05-05 21:41:09.320580,padb_fetch_sample: select * from creating_single_units_table                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
107,11294056,102,14,3596,1,21.98,4,1,13.33,3.89,212868096,,,,,,,Default queue                                                   ,2020-05-05 22:04:26.517147,"CREATE TEMP TABLE volt_tt_5a4edd4b6ce94(fct_version, col1) AS SELECT public.redshift_vdps.fct_version, trunc( date_add( 'day', -1, to_date( (substring( public.redshift_vdps.fct_version, 5, 4 ) || substring( public.redshift_vdps.fct_version, 9, 2 )) || substring( public.redshift_vdps.fct_version, 11, 2 ), 'YYYYMMDD' ) ) ) FROM public.redshift_vdps WHERE public.redshift_vdps.fct_version LIKE 'VDP_________' GROUP BY 1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
107,11311117,102,1679,3061603,171,5.97,3,43,80.00,5.16,6855836767,1072447122,,6373190,,,37,Default queue                                                   ,2020-05-06 00:22:46.984589,fetch 10000 in "SQL_CUR6";                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
107,11306911,102,1,40,1,10.06,1,1,40.00,30.00,673792,,,,,,,Default queue                                                   ,2020-05-05 23:52:07.698074,"SELECT date_trunc('week',DATE+1)-1 as week, program, SUM(actual) as actual, SUM(vdp_plus_units) as vdp_plus_units, sum(promo_units_approved+promo_units_unapproved) as promo FROM attainments_cache vdp LEFT JOIN asins USING (ASIN) WHERE is_refurb IS false AND is_demo IS false AND is_replacement IS false AND date < '2020-05-03' AND date >= '2020-05-03' - 8*7 AND asins.device_type IN ('AuCC') AND country = 'JP' AND channel = 'ONLINE' and actual <> 0 GROUP BY 1,2 order by 1,2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
